MovieId,Title,Tmdb_id,vote_average,vote_count,popularity,overview,,,,,,,,,,,,,,
2009,Clown,544258,0,0,0.6,"Tension is high when a suspicious looking customer walks into a bank. Everyone inside freezes with caution, awaiting his first move.",,,,,,,,,,,,,,
2010,The Cobbler,238215,5.6,807,8.061,"Max Simkin repairs shoes in the same New York shop that has been in his family for generations. Disenchanted with the grind of daily life, Max stumbles upon a magical heirloom that allows him to step into the lives of his customers and see the world in a new way. Sometimes walking in another man's shoes is the only way one can discover who they really are.",,,,,,,,,,,,,,
2011,Cold in July,244509,6.5,340,7.879,"How can a split-second decision change your life? While investigating noises in his house one balmy Texas night in 1989, Richard Dane puts a bullet in the brain of low-life burglar Freddy Russell. Although he’s hailed as a small-town hero, Dane soon finds himself fearing for his family’s safety when Freddy’s ex-con father, Ben, rolls into town, hell-bent on revenge.",,,,,,,,,,,,,,
2012,Comic 8,285995,0,0,0.6,"Eight young people from different backgrounds accidentally robb a bank at the same time. Each has different reasons and motives: confusion, hobbies, fun, adrenaline sports, even to support orphanages and the poor.  The eight robbers are divided into three teams with different skills and experiences. Robbery which initially began as a coincidence, is besieged by super pretty police women. Eventually they must work together and find the answer to the puzzle and looked for the best solution.",,,,,,,,,,,,,,
2013,The Congress,152795,6.6,246,6.331,"More than two decades after catapulting to stardom with The Princess Bride, Robin Wright decides to take her final job: preserving her likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her digital doppelganger will be controlled by the studio, and will star in any film they want, with no restrictions. In return, she receives healthy compensation so she can care for her ailing son. Twenty years later, under the creative vision of the studio’s head animator, Wright’s double rises to immortal stardom. With her contract expiring, she is invited to speak at Miramount's Futurological Congress"". However"," a group of terrorists plot an attack on the convention.""",,,,,,,,,,,,,
2014,Cooties,241843,5.5,307,5.813,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.",,,,,,,,,,,,,,
2015,Crazed,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2016,Cruel and Unusual,459171,5,1,0.6,"Cruel and Unusual"" is the story of three men who have spent longer in solitary confinement than any other prisoners in the US because of the murder of a prison guard in 1972 at Angola", the Louisiana state penitentiary. Robert King," Herman Wallace and Albert Woodfox were convicted by bribed and blind eye witnesses and with no physical evidence. Targeted as members of the Black Panther party the film follows their struggle against the miscarriage of justice and their cruel and unusual treatment. Their story culminated in 2016 with the release of Albert Woodfox after 43 years in solitary confinement.""",,,,,,,,,,,,
2017,Cuban Fury,201086,6,167,4.303,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",,,,,,,,,,,,,,
2018,Dark Was the Night,300467,5.4,99,10.712,"An evil is unleashed in a small town when a logging company sets up shop in the neighboring woods. Isolated and threatened, a mysterious force hidden within the trees outside the small town of Maiden Woods, strikes fear in the townspeople as Sheriff Paul Shields attempts to overcome the demons of his past while protecting those that he loves.",,,,,,,,,,,,,,
2018,Dark Was the Night,380153,6,1,0.896,"A teenaged girl and her father are living their lives in a crashed spaceship, separated by a pane of glass. She begins to receive static-crackled radio messages from her mother, whom she long believed to be dead.",,,,,,,,,,,,,,
2019,Das Finstere Tal,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2020,Dead Lands,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2021,Dead Snow: Red vs. Dead,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2022,Dear White People,114750,6.1,280,4.601,"Four black students attend an Ivy League college where a riot breaks out over an “African-American” themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post-racial' America while weaving a story about forging one's unique path in the world.",,,,,,,,,,,,,,
2023,Delirium (2014),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2023,Delirium (2014),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2024,Deliver Us from Evil,184346,6.1,997,5.765,"When a frightening wave of violence sweeps through New York City, troubled cop Sarchie fails to find a rational explanation for the bizarre crimes. However, his eyes are opened to a frightening alternate reality when renegade Jesuit priest, Mendoza convinces him that demonic possession may be to blame for the gruesome murders. Together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil.",,,,,,,,,,,,,,
2025,The Den,244610,6.1,171,4.022,A young woman studying the habits of webcam chat users from the apparent safety of her apartment witnesses a brutal murder online and is quickly immersed in a nightmare in which she and her loved ones are targeted for the same grisly fate as the first victim.,,,,,,,,,,,,,,
2026,Dinosaur Island,294093,4.5,36,5.264,"The adventure begins when Lucas, a 13 year old boy, embarks on the vacation of a lifetime. When disaster strikes, Lucas finds himself stranded in a strange land littered with ghost ships and prehistoric creatures. While searching for other signs of life, Lucas hears a radio broadcast in the distance and is drawn into the jungle where he encounters a beautiful young girl who claims to have come from the 1950s. Together they set out on a quest to get home all the while uncovering secrets that will forever change the future.",,,,,,,,,,,,,,
2027,The Disappearance of Eleanor Rigby,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2028,Dracula Untold,49017,6.2,3388,14.607,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",,,,,,,,,,,,,,
2029,Draft Day,200505,6.6,412,5.709,"At the NFL Draft, general manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.",,,,,,,,,,,,,,
2030,The Drop,154400,6.7,1114,22.793,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",,,,,,,,,,,,,,
2031,The Drownsman,263986,4.5,31,2.196,"After almost drowning in a lake, Madison finds herself bound to a life of fear. Unable to describe what happened to her during the moments she was underwater, she begins to develop hydrophobia: an abnormal fear of water. Crippled by her post trauma, Madison attempts to shut out the world but her fear intensifies and she is faced with the vision of a dark figure that haunts her day and night. After watching her struggle for one year with the phobia and visions, Madison's four friends attempt an unconventional intervention in which they accidentally open a floodgate to a dark place where none of them are safe. As Madison and her friends dive deeper into the dark history of this figure that haunts them, it reaches out and begins dragging them to a horrifying place that they can never come back from.",,,,,,,,,,,,,,
2032,Dumb and Dumber To,100042,5.4,1615,10.1,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",,,,,,,,,,,,,,
2033,Earth to Echo,238603,5.8,358,5.807,"After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.",,,,,,,,,,,,,,
2034,Eagles Gathered,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2034,Eagles Gathered,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2035,Edge of Tomorrow,137113,7.6,7098,17.273,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",,,,,,,,,,,,,,
2036,Endless Love,226857,6.8,865,5.913,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,,,,,,,,,,,,,,
2036,Endless Love,470381,0,0,0.6,"At his death bed their amazing love story unfolds. Ebba and Torgny reunited 90 years old, after 60 years apart.",,,,,,,,,,,,,,
2036,Endless Love,468261,7.3,4,0.852,"A famous and a wealthy doctor, falls in love with a poor housekeeper.",,,,,,,,,,,,,,
2037,The Equalizer,156022,7.2,4304,31.209,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",,,,,,,,,,,,,,
2038,Exodus: Gods and Kings,147441,5.7,2612,13.978,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",,,,,,,,,,,,,,
2039,Extraterrestrial,265016,5,228,4.723,"Five friends set out to a cabin in the woods for a fun weekend getaway that is, until extraterrestrial visitors turn it into a fight for their lives. The group is pulled from their reverie when a flickering object crashes deep in the woods. As they investigate, the friends stumble across an alien spacecraft, and its inhabitants have not arrived in peace.",,,,,,,,,,,,,,
2039,Extraterrestrial,76333,5.5,40,2.044,"Everyone knows what to do if one morning the sky would be absolutely full of UFOs: run as fast as you can. However, what would happen if the invasion started while you are in the flat of the girl of your dreams, the one you have just met?",,,,,,,,,,,,,,
2040,Falcon Rising,270938,5.8,103,6.871,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",,,,,,,,,,,,,,
2041,The Fault in Our Stars,222935,7.6,6264,13.186,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",,,,,,,,,,,,,,
2042,Foxcatcher,87492,6.6,1288,8.201,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,,,,,,,,,,,,,,
2043,Frank,171372,6.9,900,7.106,A young wannabe musician  who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.,,,,,,,,,,,,,,
2043,Frank,154798,0,0,0.6,"Caught up in a world he doesn't fit into, FRANK tells the unique story of an lonely outsider who manages to find friends in the strangest of places.",,,,,,,,,,,,,,
2043,Frank,258880,6.5,1,0.6,"Frank is a hermetic, obsessive young model maker whose lack of success in attracting the attention of the woman he loves leads him to attempt a bizarre, but deeply touching, wooing method.",,,,,,,,,,,,,,
2044,Fury,228150,7.4,5819,23.121,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned"," Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.""",,,,,,,,,,,,,
2045,Get On Up,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2046,Gett: The Trial of Viviane Amsalem,270403,7.5,56,4.094,"The trial story of Viviane Amsalem's five year fight to obtain her divorce in front of the only legal authority competent for divorce cases in Israel, the Rabbinical Court.",,,,,,,,,,,,,,
2047,The Gifted,297458,7,4,0.754,Childhood best friend with a genius IQ become bittersweet rivals when they both fall for Mark.,,,,,,,,,,,,,,
2048,GIRLTRASH: All Night Long,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2049,The Giver,227156,6.5,2732,9.341,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the real"" world.""",,,,,,,,,,,,,,
2050,God Help the Girl,245859,6.7,127,4.611,"Eve is a catastrophe—low on self-esteem but high on fantasy, especially when it comes to music. Over the course of one Glasgow summer, she meets two similarly rootless souls: posh Cass and fastidious James, and together they form a group.",,,,,,,,,,,,,,
2051,God's Not Dead,249660,6.1,429,6.838,"After he refuses to disavow his faith, a devout Christian student (Shane Harper) must prove the existence of God or else his college philosophy professor (Kevin Sorbo) will fail him.",,,,,,,,,,,,,,
2052,Gone Girl,210577,7.9,8753,29.813,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",,,,,,,,,,,,,,
2053,"Goodnight, Mommy",Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2054,The Grand Budapest Hotel,120467,8,6967,15.672,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",,,,,,,,,,,,,,
2055,Grumpy Cat's Worst Christmas Ever,300441,4.7,38,8.702,"A lonely cat living in a mall pet shop has a sour outlook on life until, in the midst of the holiday rush, she’s swept up into a robbery and a friendship with a human girl.",,,,,,,,,,,,,,
2056,The Guest,560707,0,0,12.379,"Today, there are only a few films where plot twists can truly surprise the seasoned viewers. This one, however, has several. Therefore we can’t tell you much else about the story of this exceptional film that a daughter brings home a likeable boyfriend to introduce him to her parents. And that an extremely interesting discussion over Islam develops between the guest and the girl’s learned father.",,,,,,,,,,,,,,
2056,The Guest,241848,6.5,868,6.508,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",,,,,,,,,,,,,,
2056,The Guest,546261,0,0,1.746,"Dumped by his girlfriend and finding himself stranded on different couches at friends’ places, Guido tries to transform his drift into an opportunity for a new beginning.",,,,,,,,,,,,,,
2056,The Guest,435210,4,1,0.6,A man must face his personal demons as a consequence of a mysterious bargain he has made.,,,,,,,,,,,,,,
2056,The Guest,436480,0,0,0.6,A servant boy's world is turned upside down by the arrival of a guest.,,,,,,,,,,,,,,
2056,The Guest,376978,0,0,0.6,"The Guest is a modern dark fable starring Olivia Williams (Rushmore, Sixth Sense, An Education) and with an original score by Tom Hobden of Noah and the Whale. A graduate, Matthieu, turns up to his old professor's dinner party to discover he is the only guest. Marguerite, the professor's wife, ignores her husband in favour of devoting her full attention to Matthieu. As the evening progresses it becomes clear the couple are concealing a dark secret. Matthieu's curiosity gets the better of him.",,,,,,,,,,,,,,
2056,The Guest,437834,4.5,2,0.6,A lonely woman and a mysterious intruder get more than they bargained for when a quiet evening proves to be deadlier than either of them could have imagined.,,,,,,,,,,,,,,
2057,Halo: Nightfall,487186,5,10,1.156,"Set between the events of Halo 4 and Halo 5: Guardians… Halo: Nightfall tells the dramatic story of legendary man hunter and Naval Intelligence Officer Jameson Locke and his team as they are caught in a horrific biological attack while investigating terrorist activity on the distant colony world of Sedra. As they unravel a plot that draws them to an ancient, hellish artifact, they will be forced to fight for their survival, question everything and ultimately choose between their loyalty and their lives.",,,,,,,,,,,,,,
2058,Hector and the Search for Happiness,254375,6.9,424,5.295,"Hector is a quirky psychiatrist who has become increasingly tired of his humdrum life. As he tells his girlfriend, Clara, he feels like a fraud: he hasn’t really tasted life, and yet he’s offering advice to patients who are just not getting any happier. So Hector decides to break out of his deluded and routine driven life. Armed with buckets of courage and child-like curiosity, he embarks on a global quest in hopes of uncovering the elusive secret formula for true happiness. And so begins a larger than life adventure with riotously funny results.",,,,,,,,,,,,,,
2059,Heaven Is for Real,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2060,Hercules,184315,5.6,2319,19.958,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",,,,,,,,,,,,,,
2060,Hercules,480448,5,1,0.6,"Hercules is the story of a common man: His actual name is Harakailash, his timid nature and compromising attitude has prompted the local people to call him Hercules in jest.",,,,,,,,,,,,,,
2061,Horns,149509,6.3,1244,9.236,"In the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples.",,,,,,,,,,,,,,
2062,Housebound,253306,6.6,472,5.045,"When Kylie Bucknell is sentenced to home detention, she's forced to come to terms with her unsociable behaviour, her blabbering mother and a hostile spirit who seems less than happy about the new living arrangement.",,,,,,,,,,,,,,
2062,Housebound,325150,0,0,0.605,"Remake of 2014's well received New Zealand Horror Comedy about a young woman sentenced to home detention, in a home that may be haunted.",,,,,,,,,,,,,,
2063,The Houses October Built,293572,5.5,139,4.927,"Beneath the fake blood and cheap masks of countless haunted house attractions across the country, there are whispers of truly terrifying alternatives. Looking to find an authentic, blood-curdling good fright for Halloween, five friends set off on a road trip in an RV to track down these underground Haunts. Just when their search seems to reach a dead end, strange and disturbing things start happening and it becomes clear that the Haunt has come to them…",,,,,,,,,,,,,,
2063,The Houses October Built,322682,6.8,5,0.6,"Every October, over 30 million people will visit Halloween Haunted Houses. This film sheds light on the dark world of haunting.",,,,,,,,,,,,,,
2064,Ida,209274,7.3,384,5.981,"Anna, a young novitiate in 1960s Poland, is on the verge of taking her vows when she discovers a family secret dating back to the years of the German occupation.",,,,,,,,,,,,,,
2065,I, Frankenstein,100241,5.1,972,7.556,"200 years after his shocking creation, Dr. Frankenstein's creature, Adam, still walks the earth. But when he finds himself in the middle of a war over the fate of humanity, Adam discovers he holds the key that could destroy humankind.",,,,,,,,,,,,,
2066,If I Stay,249164,7.3,2343,8.341,"Mia Hall, a talented young cellist, thought the most difficult decision she would ever have to make would be whether to pursue her musical dreams at prestigious Juilliard or follow her heart to be with the love of her life, Adam, a rock singer/guitarist. However, a car wreck changes everything in an instant, and now Mia's life hangs in the balance. Suspended between life and death, Mia faces a choice that will decide her future.",,,,,,,,,,,,,,
2067,Il Ragazzo Invisibile,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2068,The Imitation Game,205596,8.1,9110,25.385,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",,,,,,,,,,,,,,
2069,In the Name of the King 3: Last Mission,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2070,In Your Eyes,226448,7,388,4.54,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",,,,,,,,,,,,,,
2070,In Your Eyes,58042,0,0,0.6,"Ciara (Claudine Barretto) is a senior physical therapist who works for a rehabilitation center in the United States. She has devoted her entire life to her younger sister Julia (Anne Curtis) who was left in her care after the untimely demise of their parents. After 8 years of separation, Ciara and Julia reunite when the latter acquires her student visa. Storm (Richard Gutierrez), Julia's boyfriend who earns a living as a freelance photographer, joins Julia despite the lack of a definite plan. In a desperate move for Storm to gain immigrant status, Julia asks Storm to enter into an arranged marriage with Ciara, who is already an American citizen. As Storm struggles to find his place in a foreign land, Julia works hard to chase after her own dream of finishing school, causing the two of them to drift apart.",,,,,,,,,,,,,,
2070,In Your Eyes,314619,0,0,0.6,This Italian documentary on the daily lives of five visually impaired people is also an experiment based on an analogy between the movie camera and the human eye. The filmmakers have tried to use film technology to show audiences how people suffering from visual impairments see their surroundings. All of the film's footage is strongly out of focus in order to show how visually impaired individuals see objects around them.,,,,,,,,,,,,,,
2071,The Inbetweeners 2,242022,6.1,274,4.831,"Neil, Will and Simon receive an invite from Jay to join him in Australia whilst on his gap year, who promises them it’s ”the sex capital of the world”. With their lives now rather dull compared to their hedonistic school days and legendary lads holiday, it’s an offer they can’t refuse. Once again, they put growing up temporarily on-hold, and embark on a backpacking holiday of a lifetime in an awful car, inspired by Peter Andre’s ‘Mysterious Girl’. Will soon finds himself battling with the lads to do something cultural, whilst they focus their attention on drinking, girls, and annoying fellow travelers.",,,,,,,,,,,,,,
2072,Indigenous,265018,4.7,51,2.287,"A group of five American friends on the cusp of adulthood travel to Panama to relax and reconnect. They befriend a local woman in their hotel bar—and despite some ominous whispers—she goes against the specific instructions of her brother and brings the Americans on a daytrip into the pristine falls at the nearby jungle. What begins as an innocent outing to a picturesque waterfall quickly turns terrifying after she suddenly goes missing. As night closes in, the friends realize too late the truth behind the rumors—the legendary, blood-sucking Chupacabra is now stalking them.",,,,,,,,,,,,,,
2073,Infinitely Polar Bear,244539,6.8,184,4.936,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",,,,,,,,,,,,,,
2074,Inherent Vice,171274,6.6,1186,14.651,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry Doc"" Sportello investigates the disappearance of an ex-girlfriend.""",,,,,,,,,,,,,,
2075,Interstellar,157336,8.2,16220,37.908,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,,,,,,,,,,,,,,
2076,The Interview,228967,6.2,3155,11.76,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show Skylark Tonight"". When they land an interview with a surprise fan", North Korean dictator Kim Jong-un," they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.""",,,,,,,,,,,,
2076,The Interview,347799,0,0,0.6,A nutcase countryside painter must travel to the big city to sell one of his pieces to a wealthy industrialist. Mind-blowing!,,,,,,,,,,,,,,
2076,The Interview,501445,0,0,0.6,An undercover cop interviews for a mafia job only to find his first task is to kill the man who he's replacing.,,,,,,,,,,,,,,
2077,Into The Storm,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2078,Into the Woods,224141,5.7,2526,16.332,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",,,,,,,,,,,,,,
2078,Into the Woods,247158,9,2,0.6,"Into the Woods takes the stories of the Brothers Grimm and gives them a dark and humorous twist.  The popular tales of Red Ridinghood, Jack (of Beanstalk fame), Cinderella and Rapunzel are interwoven with that of the Baker and his Wife and their quest to have a child. However this re-telling goes beyond happily ever after"" as the familiar characters find themselves in unfamiliar circumstances and hopes and dreams are questioned and revisited.""",,,,,,,,,,,,,,
2079,Jack Ryan: Shadow Recruit,137094,6,1539,10.968,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",,,,,,,,,,,,,,
2080,Jack Strong,204968,6.5,51,2.107,"A spy thriller telling a historically based story of a man who alone dares to challenge Soviets being in the middle of the communistic system himself. Planning the maneuvers of Warsaw Pact forces he discovers that the American plans of nuclear counterattack against Soviet forces is planned to be executed on Polish territory. Thanks to his determination he starts a long, lonely and psychologically exhausting cooperation with CIA. From that moment the life of his and his family is in danger as one careless move can lead to tragedy.",,,,,,,,,,,,,,
2081,Jailbait,253046,4.1,39,1.225,"A gritty coming of age thriller about a young girl sent to juvenile prison for the murder of her abusive step father. The film follows Anna Nix's journey into the dark world of an all girls jail where she discovers complex relationships, drugs, mental illness and her eventual search for redemption.",,,,,,,,,,,,,,
2081,Jailbait,464003,7.7,3,1.031,,,,,,,,,,,,,,,
2082,Jersey Boys,209451,6.9,347,7.773,"From director Clint Eastwood comes the big-screen version of the Tony Award-winning musical Jersey Boys. The film tells the story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs that influenced a generation, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Rag Doll,” and many more.",,,,,,,,,,,,,,
2083,The Judge,205587,7.3,2058,10.943,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",,,,,,,,,,,,,,
2083,The Judge,474464,0,0,0.6,"A verité legal drama about Judge Kholoud Al-Faqih, the first woman appointed to a Shari'a court in the Middle East, whose career provides rare insights into both Islamic law and gendered justice.",,,,,,,,,,,,,,
2084,Kenau,251619,6.1,11,1.101,"While she fights a heroic battle against the Spanish besieger with her female army, Kenau, driven by hate and sorrow of the execution of her youngest daughter, is threatened to also lose her eldest daughter, because her fear and pain are covered by her stubborn closeness.",,,,,,,,,,,,,,
2085,KÄ±ÅŸ Uykusu,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2085,KÄ±ÅŸ Uykusu,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2086,Kite,192712,4.3,127,5.646,"Based on the groundbreaking, cult classic anime, KITE tells the story of Sawa, a young woman living in a corrupt society where crime and gangs terrorize the streets. When Sawa's mother and policeman father are found victims of a grisly double homicide, she begins a ruthless pursuit for the man who murdered them. With the help of her father's ex-partner, Karl Aker, and a mysterious friend from her past, she becomes a merciless teen assassin, blasting her way through the dark world of human trafficking only to uncover a devastating truth",,,,,,,,,,,,,,
2086,Kite,457531,0,0,0.858,A short animated silent film where about a girl who had a kite.,,,,,,,,,,,,,,
2086,Kite,352478,0,0,0.6,A young boy tries to recapture an errant kite as he travels through a diverse and beautiful landscape which is being generated in real-time in our Unreal Engine at 30fps.,,,,,,,,,,,,,,
2086,Kite,489827,0,0,0.6,"The hero of the film - an old woman - encouraging certain circumstances (particularly cat) to recall fragments of her life. This is quite tragic past and the comes to bright striking detail - Kite, which at the end of the Accompany them old woman and his world safe for help them.",,,,,,,,,,,,,,
2087,Kumiko The Treasure Hunter,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2088,La Famille Belier,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
2089,Last Shift,296065,5.8,217,5.861,"A rookie cop's world is turned upside down when she comes face to face with Paymon - King Of Hell. Officer Jessica Loren has the last shift at a transitioning police station, assigned to wait for a crew picking up bio-hazard waste from the armoury. But unbeknownst to her, cult leader John Michael Paymon has haunted the department ever since he committed suicide in custody. Jessica is about to find out just how dangerous he still is, all alone on the graveyard shift.............",,,,,,,,,,,,,,
2090,Late Phases,254193,5.8,114,4.893,"When deadly attacks from the forests beset a secluded retirement community, it is up to a grizzled veteran to figure what the residents are hiding.",,,,,,,,,,,,,,
2091,Left Behind,218043,3.9,603,8.9,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,,,,,,,,,,,,,,
2091,Left Behind,457981,0,0,0.6,"A depressed mother attempts suicide only to be interrupted by her son who, in his unorthodox way, helps her see reasons to live",,,,,,,,,,,,,,
2092,The Legend of Hercules,188207,4.5,725,7.843,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",,,,,,,,,,,,,,
